BusinessName,DBAName,LICSTATUS,LICENSECAT,DESCRIPT,LicenseAddDtTm,DAYPHN,Location
Boston Opera House,,Active,FT,Eating & Drinking w/ Take Out,09/30/2009 12:49:55 PM,+16172610065,"(42.353999, -71.06237)"
Boston Park Plaza (Main Kitchen/Room Serv.),,Active,FS,Eating & Drinking,12/20/2010 08:36:34 AM,+16174262000,"(42.351297, -71.069204)"
Boston Park Plaza Employee Cafeteria(3rdFl),,Active,FS,Eating & Drinking,12/20/2010 08:23:30 AM,+16174262000,"(42.351297, -71.069204)"
BOSTON SAIL LOFT,,Active,FS,Eating & Drinking,12/07/2006 01:34:16 PM,+16172277280,"(42.362516, -71.050719)"
Bostonia Public House,,Active,FS,Eating & Drinking,01/15/2014 12:19:25 PM,+18572103912,"(42.358974, -71.054235)"
BOURBON ST. CAFE,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:09 PM,+10004518032,"(42.35583, -71.0604)"
Bourbon Street Cafe,,Active,FT,Eating & Drinking w/ Take Out,03/14/2008 11:16:18 AM,+16175665204,"(42.339072, -71.108098)"
Brannellys Cafe,,Active,FS,Eating & Drinking,12/07/2006 01:33:56 PM,+16173236700,"(42.280325, -71.134458)"
Brendan Behan Pub,,Active,FS,Eating & Drinking,05/23/2007 01:20:22 PM,+16176978964,"(42.32199, -71.10926)"
BRICCO Restaurant/Bakery,,Active,FS,Eating & Drinking,12/07/2006 01:34:49 PM,+16178809919,"(42.363081, -71.054948)"
Brighton Music Hall,,Active,FS,Eating & Drinking,01/11/2011 03:38:56 PM,+16177780089,"(42.352845, -71.132559)"
Brother Deli Restaurant,,Active,FS,Eating & Drinking,12/07/2006 01:33:52 PM,+16172985224,"(42.268244, -71.093378)"
Brown Brothers Harriman & Co.,,Active,FS,Eating & Drinking,01/11/2013 10:26:43 AM,+16177721818,"(42.3554, -71.05482)"
BROWN SUGAR CAFE,,Active,FS,Eating & Drinking,12/07/2006 01:35:09 PM,+16177874242,"(42.352262, -71.121849)"
Bruegger's,,Active,FT,Eating & Drinking w/ Take Out,10/19/2007 10:56:58 AM,+16173273465,"(42.353733, -71.058509)"
BRUEGGER'S BAGEL BAKERY,,Active,FT,Eating & Drinking w/ Take Out,12/12/2007 01:10:28 PM,+16173273465,"(42.361095, -71.137831)"
BRUEGGER'S BAGEL BAKERY,,Active,FS,Eating & Drinking,12/07/2006 01:34:39 PM,+16173273465,"(42.349456, -71.09557)"
BRUEGGER'S BAGEL BAKERY # 274,,Active,FT,Eating & Drinking w/ Take Out,04/19/2007 03:12:04 PM,+16173273465,"(42.357552, -71.058461)"
Bubor Cha Cha,,Active,FS,Eating & Drinking,06/12/2014 01:13:49 PM,+16174823338,"(42.351303, -71.060946)"
BUKHARA INDIAN BISTRO,,Active,FS,Eating & Drinking,12/07/2006 01:35:04 PM,+16175222195,"(42.31159, -71.11461)"
BUKOWSKI,,Active,FS,Eating & Drinking,12/07/2006 01:34:57 PM,+16176174379,"(42.347065, -71.085643)"
BUNKER HILL COMMUNITY COLLEGE,,Active,FS,Eating & Drinking,12/07/2006 01:35:23 PM,+16172282335,"(42.371921, -71.06306)"
Burger King,,Active,FT,Eating & Drinking w/ Take Out,01/28/2013 01:36:18 PM,+16172689071,"(42.309531, -71.057693)"
Burger King,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:02 PM,+16172473763,"(42.35629, -71.06185)"
Burger King,,Active,FT,Eating & Drinking w/ Take Out,01/28/2013 01:36:20 PM,+16172689071,"(42.353018, -71.134978)"
Burger King,,Active,FT,Eating & Drinking w/ Take Out,01/28/2013 01:35:54 PM,+16172689071,"(42.339219, -71.050958)"
Burger King,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:37 PM,+10005698755,"(42.386166, -71.00953)"
Burger King # 3531,,Active,FT,Eating & Drinking w/ Take Out,02/14/2013 02:17:32 PM,+16173238739,"(42.275977, -71.139161)"
BurgerFi,,Active,FS,Eating & Drinking,11/25/2013 01:51:49 PM,+10000000000,"(42.35192, -71.11908)"
Burrito Factory,,Active,FT,Eating & Drinking w/ Take Out,07/22/2010 11:15:47 AM,+16174604763,"(42.278703, -71.118942)"
Burrito's Pizzeria,,Active,FT,Eating & Drinking w/ Take Out,08/29/2008 08:23:05 AM,+16175419055,"(42.307484, -71.076411)"
Bus Stop Pub,,Active,FS,Eating & Drinking,12/07/2006 01:33:54 PM,+16172544086,"(42.363164, -71.132799)"
Butterfly Coffee,,Active,FS,Eating & Drinking,12/07/2006 01:36:07 PM,+16174420080,"(42.331401, -71.095959)"
C&S Tavern,,Active,FS,Eating & Drinking,12/07/2006 01:34:00 PM,+16174427023,"(42.317986, -71.081739)"
CABANA GRILL,,Active,FS,Eating & Drinking,12/07/2006 01:35:52 PM,+16175610833,"(42.37861, -71.02936)"
Cactus Grill,,Active,FT,Eating & Drinking w/ Take Out,08/07/2007 12:52:28 PM,+17812670283,"(42.37014, -71.03916)"
Cafe @Mohr & McPherson,,Active,FT,Eating & Drinking w/ Take Out,08/21/2009 12:59:33 PM,+16172107900,"(42.342238, -71.064278)"
CAFE 1010,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:10 PM,+15086975813,"(42.327867, -71.06727)"
Cafe 1221,,Active,FS,Eating & Drinking,03/05/2012 10:14:35 AM,+16175068847,"(42.309063, -71.058389)"
Cafe 472,,Active,FT,Eating & Drinking w/ Take Out,05/03/2011 08:28:35 AM,+16172364949,"(42.34855, -71.09367)"
Cafe 939,,Active,FT,Eating & Drinking w/ Take Out,10/04/2007 12:25:35 PM,+16177472712,"(42.348238, -71.08505)"
CAFE ARPEGGIO,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:53 PM,+15085335486,"(42.33737, -71.04816)"
CAFE AT BARNES AND NOBLE,,Active,FS,Eating & Drinking,12/07/2006 01:34:42 PM,+16172367411,"(42.3493, -71.09619)"
Cafe Beirut,,Active,FT,Eating & Drinking w/ Take Out,03/13/2012 10:28:20 AM,+16175227264,"(42.31308, -71.1139)"
Cafe De Lulu,,Active,FT,Eating & Drinking w/ Take Out,06/09/2009 10:47:26 AM,+10000000000,"(42.351661, -71.060969)"
CAFE DES ARTS,,Active,FS,Eating & Drinking,12/07/2006 01:35:37 PM,+18604324743,"(42.33869, -71.09664)"
CAFE ESPLANADE,,Active,FT,Eating & Drinking w/ Take Out,06/11/2013 10:41:21 AM,+16172597732,"(42.355594, -71.074207)"
Cafe Hemsin,,Active,FT,Eating & Drinking w/ Take Out,10/09/2012 03:08:49 PM,+16172270505,"(42.357965, -71.058998)"
Cafe Marliave,,Active,FS,Eating & Drinking,03/10/2008 12:37:41 PM,+16178720484,"(42.356873, -71.06026)"
CAFE MIRROR,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:00 PM,+16177799662,"(42.348959, -71.153598)"
CAFE NAPOLI,,Active,FS,Eating & Drinking,12/07/2006 01:35:13 PM,+16175673018,"(42.371833, -71.036223)"
Cafe Orient Heights,,Active,FT,Eating & Drinking w/ Take Out,10/30/2008 01:18:06 PM,+16175671346,"(42.38687, -71.00687)"
CAFE PODIMA,,Active,FT,Eating & Drinking w/ Take Out,01/17/2012 01:10:07 PM,+16172274959,"(42.360947, -71.064886)"
CAFE POLONIA,,Active,FS,Eating & Drinking,12/07/2006 01:35:40 PM,+16172690110,"(42.328788, -71.057108)"
CAFE POMPEI,,Active,FS,Eating & Drinking,12/07/2006 01:35:35 PM,+16172271562,"(42.36392, -71.05459)"
Cafe Rustico,,Active,FS,Eating & Drinking,11/08/2011 10:21:12 AM,+16177428770,"(42.364362, -71.059668)"
Cafeteria Boston,,Active,FS,Eating & Drinking,12/03/2007 03:45:53 PM,+16175362233,"(42.34938, -71.084014)"
Caffe Aromi,,Active,FS,Eating & Drinking,06/22/2011 09:40:22 AM,+16175224590,"(42.321682, -71.110291)"
CAFFE BELLAVITA,,Active,FS,Eating & Drinking,12/07/2006 01:34:28 PM,+16177204505,"(42.356847, -71.070066)"
Caffe Strega,,Active,FT,Eating & Drinking w/ Take Out,05/09/2014 12:32:19 PM,+16179995900,"(42.34493, -71.082807)"
Caffe Vittoria,,Active,FS,Eating & Drinking,12/07/2006 01:34:02 PM,+16175255340,"(42.364098, -71.054401)"
Cajun Cajun,,Active,FS,Eating & Drinking,12/07/2006 01:34:44 PM,+15083804803,"(42.350021, -71.055941)"
CALIFORNIA PIZZA KITCHEN,,Active,FS,Eating & Drinking,12/07/2006 01:34:32 PM,+13103425000,"(42.34716, -71.08251)"
CAMINO REAL,,Active,FS,Eating & Drinking,12/07/2006 01:35:09 PM,+16172012936,"(42.354356, -71.132798)"
Canary Square,,Active,FS,Eating & Drinking,08/03/2010 09:58:33 AM,+16173088607,"(42.31979, -71.112)"
CANTINA ITALIANA,,Active,FS,Eating & Drinking,12/07/2006 01:34:17 PM,+16177234577,"(42.36503, -71.05348)"
CANTON HOUSE,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:11 PM,+17813548512,"(42.315595, -71.065919)"
CAPITAL GRILLE,,Active,FS,Eating & Drinking,12/21/2010 08:45:22 AM,+10000000000,"(42.34753, -71.08411)"
CAPITOL COFFEE HOUSE,,Active,FS,Eating & Drinking,12/07/2006 01:34:12 PM,+16172274865,"(42.358885, -71.062751)"
CAPTAIN NEMO'S,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:04 PM,+16174696450,"(42.322472, -71.108578)"
Caribe Restaurant,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:36:21 PM,+16174367351,"(42.292205, -71.071965)"
Carlos Variety,,Active,FS,Eating & Drinking,12/07/2006 01:33:51 PM,+16175670058,"(42.382498, -71.018149)"
CARNEY HOSPITAL,,Active,FS,Eating & Drinking,11/24/2010 10:47:12 AM,+16172964000,"(42.278028, -71.066046)"
Carrie Nation,,Active,FS,Eating & Drinking,12/10/2012 02:29:00 PM,+10000000000,"(42.35838, -71.06178)"
Casa Colombia Rest. Ice Cream & Bakery,,Active,FS,Eating & Drinking,04/16/2013 08:53:02 AM,+16175696508,"(42.374584, -71.03871)"
Casa Razbora,,Active,FT,Eating & Drinking w/ Take Out,12/10/2010 03:08:10 PM,+16173386700,"(42.35805, -71.05461)"
CASA ROMERO,,Active,FS,Eating & Drinking,03/20/2007 08:44:38 AM,+10005364341,"(42.349444, -71.084498)"
CAUSEWAY CAFE,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:46 PM,+16177427676,"(42.36611, -71.05943)"
CAVAN CAFE,,Active,FS,Eating & Drinking,12/07/2006 01:35:31 PM,+16173613390,"(42.250633, -71.125728)"
Chacarero,,Active,FT,Eating & Drinking w/ Take Out,09/21/2007 11:10:13 AM,+16175420392,"(42.355042, -71.059128)"
CHACHO'S PIZZA,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:31 PM,+16174274167,"(42.332099, -71.099309)"
CHANG'S HOUSE,,Active,FT,Eating & Drinking w/ Take Out,02/03/2014 01:45:29 PM,+16177875030,"(42.344315, -71.143025)"
CHARLESMARK HOTEL,,Active,FS,Eating & Drinking,12/07/2006 01:36:27 PM,+16179017309,"(42.35004, -71.07857)"
Charley's Philly Steak,,Active,FT,Eating & Drinking w/ Take Out,09/04/2013 01:51:15 PM,+17816098753,"(42.35582, -71.0604)"
Charlie's Pizza & Cafe,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:23 PM,+16172773737,"(42.347732, -71.138289)"
Charlies Pizza and Kitchen,Pantry Pizza Kitchen,Active,FT,Eating & Drinking w/ Take Out,05/22/2012 08:11:02 AM,+17812494641,"(42.319061, -71.056494)"
CHARTWELLS @ SNELL LIBRARY,,Active,FS,Eating & Drinking,12/07/2006 01:35:27 PM,+16173733130,"(42.338435, -71.087998)"
Chatime,,Active,FS,Eating & Drinking,09/23/2013 02:00:17 PM,+16177174928,"(42.351798, -71.061443)"
"Cheeseboy ""Grilled Cheese To Go""",,Active,FT,Eating & Drinking w/ Take Out,09/30/2010 09:06:46 AM,+16075923944,"(42.352031, -71.055038)"
CHEQUERS,,Active,FS,Eating & Drinking,12/07/2006 01:34:59 PM,+16170000000,"(42.336202, -71.072487)"
Chequers Coffee Express,,Active,FT,Eating & Drinking w/ Take Out,06/29/2011 11:44:40 AM,+16172832727,"(42.336202, -71.072487)"
Chestnut Park at Cleveland Circle,,Active,FS,Eating & Drinking,03/25/2011 08:52:50 AM,+16175661700,"(42.33799, -71.14993)"
CHEZ-VOUS SKATING RINK,,Active,FS,Eating & Drinking,12/07/2006 01:34:40 PM,+10008256877,"(42.28536, -71.09219)"
CHICKEN LOU'S,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:34 PM,+10000000000,"(42.33924, -71.090258)"
Chili Duck,,Active,FS,Eating & Drinking,06/03/2014 08:31:58 AM,+16172365208,"(42.34894, -71.08267)"
Chill,,Active,FT,Eating & Drinking w/ Take Out,08/12/2008 01:48:13 PM,+16178520325,"(42.33691, -71.15157)"
Chilton Club,,Active,FS,Eating & Drinking,12/07/2006 01:33:56 PM,+16172664860,"(42.351524, -71.077811)"
CHINA GOURMET RESTAURANT,,Active,FS,Eating & Drinking,12/07/2006 01:35:35 PM,+16174829888,"(42.350769, -71.060935)"
CHINA HOUSE,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:07 PM,+16177239888,"(42.3642, -71.05382)"
China King Restaurant,,Active,FS,Eating & Drinking,02/15/2012 02:06:23 PM,+16175421763,"(42.35141, -71.06013)"
CHINA MAXIM III,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:48 PM,+16175953222,"(42.35463, -71.150488)"
China Pearl Restaurant,,Active,FS,Eating & Drinking,12/07/2006 01:34:00 PM,+16174264338,"(42.351085, -71.060788)"
China Sky Restaurant,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:33:50 PM,+16172824790,"(42.283093, -71.055609)"
China Station Restaurant,,Active,FT,Eating & Drinking w/ Take Out,03/28/2012 10:02:56 AM,+16172658688,"(42.29298, -71.07162)"
Chinatown Cafe,,Active,FS,Eating & Drinking,04/22/2010 08:09:09 AM,+16176959888,"(42.347469, -71.06253)"
CHINATOWN EXPRESS INC.,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:06 PM,+16172965230,"(42.271418, -71.073999)"
CHINESE DRAGON,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:52 PM,+16175614009,"(42.379336, -71.02807)"
Chipotle Mexican Grill #1520,,Active,FS,Eating & Drinking,06/10/2010 11:18:53 AM,+10000000000,"(42.35362, -71.05824)"
Chipotle Mexican Grille,,Active,FT,Eating & Drinking w/ Take Out,05/17/2011 09:01:56 AM,+10000000000,"(42.357563, -71.058423)"
Choat Hall & Stewart,,Active,FS,Eating & Drinking,07/05/2011 09:41:33 AM,+16172484859,"(42.355634, -71.05221)"
Chopped & Topped 3rd Fl.,,Active,FT,Eating & Drinking w/ Take Out,09/21/2009 10:21:29 AM,+16176364314,"(42.349591, -71.063586)"
CHRISTOS PIZZA,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:53 PM,+16173279047,"(42.28751, -71.150689)"
CHUNG WAH,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:31 PM,+16173359401,"(42.30509, -71.06819)"
Church,,Active,FS,Eating & Drinking,10/10/2007 02:10:54 PM,+16172367600,"(42.34258, -71.09953)"
Chutney's,,Active,FT,Eating & Drinking w/ Take Out,11/21/2011 02:25:16 PM,+19784305737,"(42.339072, -71.108098)"
Cinque Cento,,Active,FS,Eating & Drinking,12/30/2011 08:18:04 AM,+16177210377,"(42.341816, -71.065596)"
Citizen Public House & Oyster Bar,,Active,FS,Eating & Drinking,07/16/2010 11:03:21 AM,+16174509000,"(42.344213, -71.097954)"
Citra A Fresh Cafe,,Active,FT,Eating & Drinking w/ Take Out,07/10/2012 09:38:48 AM,+16172835353,"(42.33724, -71.10217)"
CLARKE'S,,Active,FS,Eating & Drinking,12/07/2006 01:34:08 PM,+10002277800,"(42.359461, -71.05548)"
Clay Pot Cafe,,Active,FS,Eating & Drinking,06/20/2013 01:15:12 PM,+16173575262,"(42.350475, -71.060383)"
CLERY'S,,Active,FS,Eating & Drinking,12/07/2006 01:34:56 PM,+16172629874,"(42.346117, -71.075191)"
Club Cafe,,Active,FS,Eating & Drinking,12/07/2006 01:33:56 PM,+16175360966,"(42.348549, -71.07237)"
CLUB HOTEL BAR,,Active,FS,Eating & Drinking,12/07/2006 01:35:07 PM,+16178223600,"(42.319024, -71.045007)"
Cobblestones,,Active,FT,Eating & Drinking w/ Take Out,01/03/2013 10:18:23 AM,+10000000000,"(42.362972, -71.055089)"
Cocobeet,,Active,FT,Eating & Drinking w/ Take Out,09/05/2013 09:41:45 AM,+19148197413,"(42.359529, -71.05875)"
COCO'S,,Active,FS,Eating & Drinking,01/27/2012 01:43:10 PM,+16173124649,"(42.313471, -71.100829)"
Code 10 Restaurant Cafe,,Active,FS,Eating & Drinking,01/13/2014 08:15:39 AM,+16173756333,"(42.33791, -71.07465)"
COFFEE SHOP,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:00 PM,+16172686862,"(42.339353, -71.036129)"
COLLEGE PIZZA,,Active,FS,Eating & Drinking,07/18/2013 09:34:58 AM,+16172664919,"(42.342574, -71.097279)"
Colonnade Hotel,,Active,FS,Eating & Drinking,12/07/2006 01:34:03 PM,+10004247000,"(42.34551, -71.08107)"
Columbia Park Cafe @ Sovereign Bank,,Active,FS,Eating & Drinking,07/26/2012 08:54:40 AM,+16175331695,"(42.31943, -71.04927)"
Comedy Connection @ The Wilbur Theater,Re: 3 Bars,Active,FS,Eating & Drinking,07/17/2008 03:28:48 PM,+16172489700,"(42.3507, -71.06467)"
Comella's,1844 Inc.,Active,FT,Eating & Drinking w/ Take Out,01/31/2007 02:56:48 PM,+16173278600,"(42.28567, -71.15548)"
COMMON GROUND,,Active,FS,Eating & Drinking,10/21/2011 11:06:02 AM,+16177830001,"(42.353503, -71.132378)"
Community Workshop Inc.,,Active,FS,Eating & Drinking,12/07/2006 01:34:07 PM,+10000000000,"(42.364123, -71.061819)"
Concession Kitchen South Side,,Active,FT,Eating & Drinking w/ Take Out,09/15/2010 09:37:30 AM,+16175523181,"(42.336249, -71.166434)"
Concession Stand North East,,Active,FT,Eating & Drinking w/ Take Out,05/26/2010 01:50:18 PM,+16179542100,"(42.344449, -71.044821)"
Concession Stand North West,,Active,FT,Eating & Drinking w/ Take Out,05/26/2010 01:56:28 PM,+16179542100,"(42.344449, -71.044821)"
Concession Stand South East,,Active,FT,Eating & Drinking w/ Take Out,05/26/2010 01:45:46 PM,+16179542100,"(42.344449, -71.044821)"
Concession Stand South West,,Active,FT,Eating & Drinking w/ Take Out,05/26/2010 01:43:23 PM,+16179542100,"(42.344449, -71.044821)"
COOGAN'S BLUFF,,Active,FS,Eating & Drinking,12/07/2006 01:34:56 PM,+10004517400,"(42.35827, -71.0533)"
Corner Cafe,,Active,FT,Eating & Drinking w/ Take Out,10/09/2007 11:11:13 AM,+16175369700,"(42.3393, -71.07995)"
Corner Cafe,,Active,FS,Eating & Drinking,12/07/2006 01:34:07 PM,+16175238997,"(42.36561, -71.05597)"
CORNER TAVERN,,Active,FS,Eating & Drinking,12/07/2006 01:34:09 PM,+16172699891,"(42.337191, -71.037301)"
CORNWALL'S RESTAURANT,,Active,FS,Eating & Drinking,04/12/2007 10:13:20 AM,+16172016785,"(42.349375, -71.095889)"
CORP. CHEFS/U. MASS. MED. SCHOOL,,Active,FS,Eating & Drinking,12/07/2006 01:35:16 PM,+19873727400,"(42.300851, -71.117661)"
Corporate Chefs @ Plaza Cafe (Tufts),,Active,FT,Eating & Drinking w/ Take Out,12/14/2009 10:58:41 AM,+19783727400,"(42.34992, -71.06497)"
Corporate Chefs @ Soups On,,Active,FT,Eating & Drinking w/ Take Out,12/14/2009 11:20:00 AM,+19783727400,"(42.35072, -71.06272)"
Corporate Chefs @ Tufts Food 4 Thot,,Active,FS,Eating & Drinking,12/14/2009 10:43:35 AM,+19783727400,"(42.350063, -71.062279)"
CORREIA INC.,,Active,FS,Eating & Drinking,12/07/2006 01:34:49 PM,+16174272799,"(42.323726, -71.068078)"
CORRIB PUB,,Active,FS,Eating & Drinking,12/07/2006 01:34:13 PM,+16177870882,"(42.3499, -71.15277)"
CORRIB PUB AND RESTAURANT,,Active,FS,Eating & Drinking,12/07/2006 01:34:42 PM,+16174694177,"(42.280727, -71.157951)"
Cosi,,Active,FT,Eating & Drinking w/ Take Out,05/09/2008 10:32:11 AM,+15084352100,"(42.355179, -71.053595)"
Cosi,,Active,FS,Eating & Drinking,12/07/2006 01:36:34 PM,+15084352100,"(42.35426, -71.0566)"
Cosi,,Active,FS,Eating & Drinking,12/07/2006 01:36:34 PM,+15084352100,"(42.356863, -71.057859)"
Cosi,,Active,FS,Eating & Drinking,12/07/2006 01:36:34 PM,+15084352100,"(42.35875, -71.056199)"
Cosi # 687,,Active,FT,Eating & Drinking w/ Take Out,02/11/2014 09:42:37 AM,+10000000000,"(42.348928, -71.040843)"
Cosi (Kiosk),,Active,FT,Eating & Drinking w/ Take Out,05/26/2010 08:58:08 AM,+16172922674,"(42.355263, -71.053133)"
Cosi South Station,Hearthstone Associates,Active,FT,Eating & Drinking w/ Take Out,01/19/2007 04:24:18 PM,+16177199859,"(42.352031, -71.055038)"
Cosmopolitan Lounge,,Active,FS,Eating & Drinking,10/25/2012 08:16:37 AM,+16175690131,"(42.37881, -71.02906)"
Costello's Tavern Inc,,Active,FS,Eating & Drinking,12/07/2006 01:33:55 PM,+16175229263,"(42.31124, -71.11473)"
Country Kitchen,,Active,FS,Eating & Drinking,01/30/2009 01:13:07 PM,+16172124413,"(42.29621, -71.08718)"
Courtyard By Marriott,,Active,FS,Eating & Drinking,03/24/2009 02:22:24 PM,+16175695250,"(42.387239, -71.016559)"
Courtyard By Marriott,,Active,FS,Eating & Drinking,05/01/2007 02:36:19 PM,+10000000000,"(42.32815, -71.060075)"
COURTYARD CAFE,,Active,FS,Eating & Drinking,12/07/2006 01:36:42 PM,+16174261400,"(42.350032, -71.065531)"
COURTYARD CAFE,,Active,FS,Eating & Drinking,05/19/2014 08:33:05 AM,+16175625221,"(42.349008, -71.142658)"
COURTYARD MARRIOTT COPLEY,,Active,FS,Eating & Drinking,12/07/2006 01:36:01 PM,+16174379300,"(42.3486, -71.078818)"
CRANBERRY CAFE INC.,,Active,FS,Eating & Drinking,12/07/2006 01:34:45 PM,+16172697462,"(42.33579, -71.037238)"
Crave Mad For Chicken,,Active,FS,Eating & Drinking,01/31/2014 02:31:03 PM,+16176694752,"(42.350178, -71.06061)"
Crazy Dough Pizza,,Active,FT,Eating & Drinking w/ Take Out,08/07/2013 11:48:10 AM,+16178992202,"(42.347296, -71.081457)"
Crazy Dough's Pizza,,Active,FT,Eating & Drinking w/ Take Out,06/16/2009 10:42:20 AM,+16178992202,"(42.351362, -71.06874)"
CRAZY DOUGH'S PIZZA COMPANY,,Active,FS,Eating & Drinking,12/07/2006 01:35:08 PM,+16178992202,"(42.346743, -71.088918)"
CROKE PARK,,Active,FS,Eating & Drinking,12/07/2006 01:34:30 PM,+16172686205,"(42.339275, -71.051191)"
Crossroads,,Active,FS,Eating & Drinking,01/02/2014 11:02:58 AM,+18572335943,"(42.350586, -71.08976)"
Crown Fried Chicken and Pizza,,Active,FT,Eating & Drinking w/ Take Out,10/10/2007 09:07:24 AM,+10004451414,"(42.31898, -71.08113)"
Crush Pizza,,Active,FT,Eating & Drinking w/ Take Out,06/27/2013 12:43:03 PM,+16032359319,"(42.35902, -71.054927)"
Crystal/Gorage Lounge,,Active,FS,Eating & Drinking,01/27/2012 03:09:26 PM,+16172064820,"(42.355486, -71.130715)"
Cure Lounge (basement at Wilbur Theatre),,Active,FS,Eating & Drinking,10/22/2010 01:39:19 PM,+16172016996,"(42.350688, -71.064668)"
D Coal Pot,,Active,FT,Eating & Drinking w/ Take Out,07/01/2013 02:36:06 PM,+18573459512,"(42.266054, -71.12084)"
DACOOPA SUB & PIZZA,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:10 PM,+16175673399,"(42.38014, -71.02729)"
Daily Catch,,Active,FS,Eating & Drinking,12/07/2006 01:34:02 PM,+16177192588,"(42.36408, -71.05395)"
D'ANGELO'S SANDWICH SHOP,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:34:36 PM,+10000000000,"(42.351362, -71.06874)"
Darryls Corner Bar & Kitchen,,Active,FS,Eating & Drinking,03/14/2008 09:33:47 AM,+16175361100,"(42.339774, -71.082398)"
Dash Cafe,,Active,FS,Eating & Drinking,04/25/2012 12:22:15 PM,+16172542797,"(42.349463, -71.149648)"
DAVIO'S,,Active,FS,Eating & Drinking,12/07/2006 01:35:39 PM,+16177974810,"(42.350682, -71.070358)"
DAYIB CAFE,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:49 PM,+16176995306,"(42.332783, -71.083221)"
DBAR,,Active,FS,Eating & Drinking,12/07/2006 01:36:26 PM,+16172654490,"(42.308431, -71.058031)"
DEEP ELLUM,,Active,FS,Eating & Drinking,01/11/2007 11:23:11 AM,+16178773709,"(42.35415, -71.13658)"
Delfino Restaurant,,Active,FS,Eating & Drinking,12/07/2006 01:35:27 PM,+16173646738,"(42.28702, -71.12948)"
DelFriscos Double Eagle Steak House,,Active,FS,Eating & Drinking,11/04/2010 10:25:12 AM,+12147251112,"(42.348875, -71.03839)"
DELI OF COURSE,,Active,FT,Eating & Drinking w/ Take Out,12/07/2006 01:35:22 PM,+17816621277,"(42.345194, -71.041978)"
